Id,LotFrontage,LotArea,Street,Alley,Utilities,OverallQual,YearBuilt,TotalBsmtSF,CentralAir,Electrical,GrLivArea,PavedDrive,EnclosedPorch,PoolArea,Fence,SaleCondition_Abnorml,SaleCondition_Normal,SaleCondition_Partial,MSZoning_C (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,NearArtery_or_Feedr,PositiveFeat,BsmtQuartersQ,DeductionsFunctional,RegularityOfShape,means_neigh,TotBath,KitchensRating,FireplacesRating,GarageRating,HasBasement,SalePrice
382,60.0,7200,2,2.0,4,7,2006,7.164720378771857,1,0.0,7.170888478512505,3,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,1,225379.8372093023,3.0,4,4,6,1,12.142866569626381
383,79.0,9245,2,0.0,4,7,2006,6.844815479208263,1,0.0,7.493873886783559,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,197965.77333333332,2.5,4,0,6,1,12.271392111650817
384,60.0,9000,2,0.0,4,6,1928,6.664409020350408,0,0.0,6.664409020350408,1,91,0,0.0,0,1,0,0,1,0,0,0,0,0.0,0.0,1,186555.7966101695,1.0,3,0,4,1,11.238488619268468
385,70.6246105919003,53107,2,0.0,4,6,1992,7.365180126021013,1,0.0,7.577121930876679,3,0,0,0.0,0,1,0,0,0,1,0,1,0,3.0,0.0,0,212565.42857142855,3.5,4,4,6,1,12.388394202324129
386,43.0,3182,2,0.0,4,8,2004,7.135687347028144,1,0.0,7.1459844677143876,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,194870.8823529412,2.0,4,3,6,1,12.165250651009918
387,58.0,8410,2,0.0,4,5,1910,6.489204931325317,1,0.0,7.076653815443951,1,0,0,0.0,0,0,0,0,0,1,0,1,0,0.0,0.0,1,128219.7,1.0,3,0,0,1,11.302204433654575
388,72.0,7200,2,0.0,4,6,1976,6.947937068614969,1,0.0,7.025538314638521,3,0,0,1.0,1,0,0,0,0,1,0,0,0,2.0,0.0,1,128219.7,2.0,3,2,3,1,11.736069016284437
389,93.0,9382,2,0.0,4,7,1999,7.291656209174461,1,0.0,7.2991214627108,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,197965.77333333332,2.0,4,0,6,1,12.160028707028767
390,96.0,12474,2,0.0,4,10,2007,7.427738840532894,1,0.0,7.754481547470383,3,0,0,0.0,0,0,1,0,0,1,0,0,0,3.0,0.0,1,316270.6233766234,3.5,5,5,9,1,12.962194625251508
391,50.0,8405,2,1.0,4,5,1900,6.7580945044277305,1,0.0,7.220373836723949,3,112,0,1.0,0,1,0,0,0,1,0,0,0,1.0,0.0,1,128219.7,2.0,3,0,3,1,11.686878772093667
392,71.0,12209,2,0.0,4,6,2001,6.6895992691789665,1,0.0,7.581209826196346,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,156270.12244897962,3.5,4,3,6,1,12.2783933071098
393,62.54807692307692,8339,2,0.0,4,5,1959,0.0,1,0.0,6.782192056006791,3,0,0,1.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,145847.08,1.0,3,0,3,0,11.575900264131617
394,60.4054054054054,7446,2,0.0,4,4,1941,6.669498089857879,1,0.0,6.669498089857879,3,0,0,1.0,1,0,0,0,0,1,0,1,0,0.0,0.0,1,124834.05172413793,1.0,3,6,0,1,11.512925464970229
395,60.0,10134,2,0.0,4,5,1940,6.5998704992128365,1,0.0,6.9411900550683745,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,128225.30088495574,1.0,3,0,3,1,11.59910316121128
396,68.0,9571,2,0.0,4,5,1956,7.042286171939743,1,0.0,7.042286171939743,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1.0,0.0,1,128219.7,2.0,3,0,3,1,11.76756768334381
397,60.0,7200,2,0.0,4,5,1972,6.795705775173514,1,0.0,6.795705775173514,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,197965.77333333332,1.0,3,0,6,1,11.719939634354555
398,69.0,7590,2,0.0,4,5,1962,6.761572768804055,1,0.0,7.502186486602924,3,0,0,0.0,0,1,0,0,0,1,0,0,1,2.0,0.0,1,145847.08,2.0,3,3,3,1,12.040608205802641
399,60.0,8967,2,0.0,4,5,1920,6.8679744089702925,1,0.0,6.981934677156389,1,0,0,0.0,1,0,0,0,0,0,1,0,0,0.0,5.0,1,100123.7837837838,1.0,3,0,1,1,11.112447898373103
400,65.0,8125,2,0.0,4,7,2006,6.9957661563048505,1,0.0,7.346010209913293,3,0,0,0.0,0,1,0,0,0,0,0,0,0,3.0,0.0,1,225379.8372093023,3.0,4,0,6,1,12.392552212472792
401,38.0,14963,2,0.0,4,8,1996,7.138866999945524,1,0.0,7.160845906664299,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,0,238772.7272727273,2.5,5,8,6,1,12.411052226216713
402,65.0,8767,2,0.0,4,7,2005,7.177782416195197,1,0.0,7.177782416195197,3,0,0,0.0,0,0,1,0,0,1,0,0,0,3.0,0.0,1,197965.77333333332,2.0,4,4,6,1,12.01364014498549
403,60.0,10200,2,0.0,4,5,1940,6.51025834052315,1,0.0,6.51025834052315,1,0,0,1.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,136793.13513513515,1.0,3,0,3,1,11.589886506106357
404,93.0,12090,2,0.0,4,8,1998,7.039660349862076,1,0.0,7.724446645633537,3,0,0,0.0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,335295.31707317074,2.5,4,3,6,1,12.460714863903755
405,70.6246105919003,10364,2,0.0,4,6,1995,6.692083742506628,1,0.0,7.360103972989152,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,192854.50632911394,2.5,3,3,6,1,12.031719258385396
406,70.6246105919003,9991,2,0.0,4,4,1976,7.155396301896734,1,0.0,7.3901814282264295,3,0,0,1.0,0,1,0,0,0,1,0,1,0,1.0,1.0,1,136793.13513513515,3.0,3,3,6,1,11.918390573078392
407,51.0,10480,2,0.0,4,6,1936,6.96979066990159,1,0.0,7.40184157874383,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,5.0,1,142591.36,1.0,3,0,3,1,11.652687407345388
408,63.0,15576,2,0.0,4,6,1915,6.733401891837359,1,0.0,7.426549072397305,3,160,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,210624.72549019608,2.0,3,0,3,1,12.083905011555967
409,109.0,14154,2,0.0,4,7,2006,6.968850378341948,1,0.0,7.683403681053826,3,0,0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1,316270.6233766234,2.5,4,4,9,1,12.542544882151386
410,85.0,10800,2,0.0,4,8,2007,6.9411900550683745,1,0.0,7.639161171659173,3,0,0,0.0,0,0,1,0,0,0,0,0,0,3.0,0.0,1,225379.8372093023,3.5,5,4,9,1,12.73596533201339
411,68.0,9571,2,0.0,4,5,1958,7.151485463904735,1,0.0,7.151485463904735,3,0,0,0.0,1,0,0,0,0,1,0,0,0,0.0,3.0,1,128219.7,1.0,3,0,3,1,11.002099841204238
412,100.0,34650,2,0.0,4,5,1955,6.962243464266207,0,0.0,6.962243464266207,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,192854.50632911394,2.0,3,0,6,1,11.884489021402711
413,70.6246105919003,4403,2,0.0,4,7,2009,7.293017679772782,1,0.0,7.298445101508147,3,0,0,0.0,0,0,1,0,0,0,0,0,0,3.0,0.0,0,225379.8372093023,3.5,4,4,6,1,12.310432660854417
414,56.0,8960,2,1.0,4,5,1927,6.915723448631314,1,0.0,6.93537044601511,3,130,0,0.0,0,1,0,0,0,0,1,1,0,0.0,0.0,1,128225.30088495574,1.0,3,4,6,1,11.652687407345388
415,59.0,11228,2,0.0,4,7,1993,6.984716320118266,1,0.0,7.64826303090192,3,0,0,0.0,0,1,0,0,0,1,0,0,0,4.0,0.0,0,186555.7966101695,3.0,4,3,9,1,12.337100907936577
416,73.0,8899,2,0.0,4,7,2007,7.200424892944957,1,0.0,7.200424892944957,3,0,0,0.0,0,0,1,0,0,1,0,0,0,3.0,0.0,1,192854.50632911394,2.0,4,0,6,1,12.106992367829498
417,74.0,7844,2,0.0,4,6,1978,6.51025834052315,1,0.0,7.24422751560335,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,136793.13513513515,1.5,3,3,6,1,11.915051671812877
418,86.0,22420,2,0.0,4,6,1918,7.222566018822171,0,0.0,7.8724551500639794,1,0,0,0.0,0,1,0,0,0,1,0,1,0,1.0,0.0,1,210624.72549019608,3.5,3,4,9,1,12.384218830913648
419,60.0,8160,2,0.0,4,5,1940,6.628041376179533,0,0.0,7.033506484287697,2,0,0,0.0,0,0,0,0,0,1,0,0,0,2.0,0.0,1,128219.7,2.5,3,0,3,1,11.744037185933616
420,65.0,8450,2,0.0,4,5,1968,6.962243464266207,1,0.0,6.962243464266207,3,184,0,0.0,0,1,0,0,0,1,0,0,0,1.0,0.0,1,145847.08,2.0,3,2,3,1,11.863582336583399
421,78.0,7060,2,0.0,4,7,1997,7.203405521083095,1,0.0,7.203405521083095,3,0,0,0.0,0,0,0,0,0,0,1,0,0,3.0,0.0,1,156270.12244897962,4.0,6,0,12,1,12.237086699059343
422,70.6246105919003,16635,2,0.0,4,6,1977,7.379008127628304,1,0.0,7.379008127628304,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,189050.0684931507,2.5,4,3,6,1,12.2783933071098
423,100.0,21750,2,0.0,4,5,1954,6.895682697747868,1,0.0,6.895682697747868,1,0,0,0.0,0,1,0,0,0,1,0,1,0,0.0,0.0,1,156270.12244897962,1.0,3,0,6,1,11.635143097694478
424,80.0,9200,2,0.0,4,8,1998,7.293017679772782,1,0.0,7.874739125171811,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,335295.31707317074,3.5,4,3,9,1,12.66032791780777
425,72.0,9000,2,0.0,4,6,1956,7.086737934510577,1,0.0,7.086737934510577,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,145847.08,2.0,3,4,3,1,11.842229212112828
426,60.0,3378,2,1.0,4,7,1946,6.478509642208569,1,0.0,7.236339342754344,2,126,0,0.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,128225.30088495574,1.5,3,8,3,1,11.813030057420567
427,70.6246105919003,12800,2,0.0,4,7,1989,7.325148957955575,1,0.0,7.404887575616125,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,186555.7966101695,3.5,4,3,6,1,12.524526376648708
428,77.0,8593,2,0.0,4,4,1957,6.810142450115136,1,0.0,6.810142450115136,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,145847.08,1.0,3,0,3,1,11.59917655301345
429,64.0,6762,2,0.0,4,7,2007,7.0967213784947605,1,0.0,7.0967213784947605,3,0,0,0.0,0,0,1,0,0,1,0,0,0,3.0,0.0,1,197965.77333333332,3.0,4,0,6,1,12.182804018590819
430,130.0,11457,2,0.0,4,6,1988,7.238496840894365,1,0.0,7.252762418053187,3,169,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,242247.44736842107,3.0,4,3,6,1,12.072541252905651
431,21.0,1680,2,0.0,4,6,1971,6.180016653652572,1,0.0,6.894670039433482,3,0,0,0.0,1,0,0,0,0,0,1,0,0,2.0,0.0,1,104493.75,1.5,3,0,3,1,11.355101379776661
432,60.0,5586,2,0.0,4,6,1920,6.803505257608338,1,0.0,7.088408778675395,1,0,0,1.0,1,0,0,0,0,0,1,1,0,0.0,0.0,1,128225.30088495574,1.0,3,0,0,1,11.288531131754366
433,24.0,1920,2,0.0,4,5,1971,6.639875833826536,1,0.0,7.21890970761906,3,0,0,0.0,0,1,0,0,0,0,1,0,0,2.0,1.0,1,104493.75,2.5,3,0,6,1,11.715866308966918
434,100.0,10839,2,0.0,4,6,1997,6.8308742346461795,1,0.0,7.38025578842646,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,192854.50632911394,2.5,3,3,6,1,12.106252310247962
435,21.0,1890,2,0.0,4,4,1972,6.4457198193855785,1,0.0,6.4457198193855785,3,0,0,0.0,0,1,0,0,0,0,1,0,0,2.0,0.0,1,98576.47058823529,2.0,3,0,0,1,11.302204433654575
436,43.0,10667,2,0.0,4,7,1996,6.683360945766275,1,0.0,7.415175109613295,3,0,0,0.0,0,1,0,0,0,1,0,0,1,5.0,0.0,0,197965.77333333332,3.5,4,3,6,1,12.26434155365415
437,40.0,4400,2,0.0,4,6,1920,6.473890696352274,1,0.0,7.0192966537150445,3,0,0,0.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,128225.30088495574,1.0,3,0,6,1,11.661345470088502
438,50.0,6000,2,0.0,4,6,1926,6.784457062637643,1,0.0,6.806829360392176,3,105,0,0.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,124834.05172413793,1.0,3,0,3,1,11.686878772093667
439,40.0,4280,2,0.0,4,5,1913,6.0867747269123065,0,0.0,6.542471960506805,2,34,0,1.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,210624.72549019608,1.0,4,4,4,1,11.411446296020374
440,67.0,12354,2,1.0,4,6,1920,6.52795791762255,1,0.0,7.086737934510577,3,0,0,1.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,128219.7,1.0,4,0,6,1,11.608235644774552
441,105.0,15431,2,0.0,4,10,2008,8.037220031133012,1,0.0,7.784057002639929,3,0,0,0.0,0,1,0,0,0,1,0,0,0,5.0,0.0,1,316270.6233766234,3.0,5,8,9,1,13.226723392728571
442,92.0,12108,2,0.0,4,4,1955,7.272398392570047,0,0.0,7.272398392570047,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,128219.7,2.0,4,0,0,1,11.678439903447801
443,52.0,6240,2,0.0,4,5,1930,6.982862751468942,1,0.0,7.360739903058278,2,0,0,0.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,124834.05172413793,2.0,3,4,6,1,12.000891794590137
444,53.0,3922,2,0.0,4,7,2006,7.1372784372603855,1,0.0,7.1372784372603855,3,0,0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1,194870.8823529412,2.0,4,4,9,1,12.058152515453552
445,70.0,8750,2,0.0,4,7,1994,6.818924065275521,1,0.0,7.553810852008231,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,197965.77333333332,3.5,4,3,6,1,12.254862809699606
446,73.0,9855,2,0.0,4,6,1956,7.269616749608169,1,0.0,7.4318919168078,3,0,0,1.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,128219.7,1.0,3,4,6,1,11.755871643580617
447,137.0,16492,2,0.0,4,6,1966,7.324489979348532,1,0.0,7.543273346705446,3,0,0,0.0,0,1,0,0,0,1,0,0,1,2.0,3.0,1,145847.08,2.5,4,4,6,1,12.154779351142624
448,70.6246105919003,11214,2,0.0,4,7,1998,6.835184586147301,1,0.0,7.542213463193403,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,192854.50632911394,2.5,4,3,6,1,12.205572520488492
449,50.0,8600,2,0.0,4,6,1937,6.659293919683638,1,0.0,7.226936018493289,1,0,0,0.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,100123.7837837838,2.0,3,4,3,1,11.691071650353702
450,50.0,6000,2,0.0,4,3,1948,6.47543271670409,1,0.0,7.075808863978387,3,0,0,0.0,0,1,0,0,0,0,1,0,0,2.0,0.0,1,128225.30088495574,1.5,3,0,3,1,11.695247021764184
451,70.0,5684,2,0.0,4,6,1930,6.70073110954781,1,0.0,6.70073110954781,1,0,0,0.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,128225.30088495574,1.0,4,0,2,1,11.608235644774552
452,62.0,70761,2,0.0,4,7,1975,7.334981878871814,1,0.0,7.334981878871814,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,212565.42857142855,3.0,4,6,6,1,12.542544882151386
453,70.6246105919003,9303,2,0.0,4,6,1996,6.77078942390898,1,0.0,7.470793774195062,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,242247.44736842107,3.5,3,0,6,1,12.225875272826354
454,75.0,9000,2,0.0,4,8,2008,6.643789733147672,1,0.0,7.371489295214277,3,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,225379.8372093023,2.5,4,0,6,1,12.254862809699606
455,63.0,9297,2,0.0,4,5,1976,7.454719949364001,1,0.0,7.454719949364001,3,0,0,0.0,0,0,0,0,0,1,0,0,0,2.0,0.0,1,156270.12244897962,4.0,6,0,6,1,12.144197241812087
456,80.0,9600,2,0.0,4,7,1973,7.124478262493424,1,0.0,7.124478262493424,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,189050.0684931507,1.5,3,3,6,1,12.075394321888057
457,34.0,4571,2,1.0,4,5,1916,6.436150368369428,0,0.0,7.203405521083095,3,96,0,0.0,1,0,0,0,0,0,1,0,0,0.0,0.0,1,128225.30088495574,1.0,3,0,6,1,11.49272275765271
458,70.6246105919003,53227,2,0.0,4,4,1954,7.218176838403408,1,0.0,7.416378479192928,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1.0,1.0,1,212565.42857142855,2.0,4,8,6,1,12.4529327234617
459,62.54807692307692,5100,2,1.0,4,8,1925,6.376726947898627,1,0.0,7.418180822726788,3,0,0,1.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,128225.30088495574,1.0,4,4,3,1,11.9891596439666
460,62.54807692307692,7015,2,0.0,4,5,1950,6.5638555265321274,1,0.0,7.0925737159746784,3,248,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,124834.05172413793,2.0,4,3,3,1,11.608235644774552
461,75.0,8004,2,0.0,4,8,2009,6.723832440821209,1,0.0,7.5678626054638825,3,0,0,0.0,0,0,1,0,0,0,0,0,0,3.0,0.0,1,225379.8372093023,3.5,3,0,6,1,12.481561937216318
462,60.0,7200,2,0.0,4,7,1936,6.327936783729195,1,0.0,7.034387929915503,3,0,0,1.0,0,1,0,0,0,1,0,1,0,3.0,0.0,1,142591.36,2.0,4,0,6,1,11.951180395901384
463,60.0,8281,2,0.0,4,5,1965,6.761572768804055,1,0.0,6.761572768804055,3,236,0,1.0,0,1,0,0,0,1,0,0,0,1.0,0.0,1,136793.13513513515,1.0,3,1,3,1,11.041048081342682
464,74.0,11988,2,0.0,4,6,1934,6.5722825426940075,1,0.0,7.414572881350589,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,210624.72549019608,1.5,3,4,3,1,12.147913731356642
465,60.0,8430,2,0.0,4,5,1978,6.946975992135418,1,0.0,6.946975992135418,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,197965.77333333332,2.0,3,0,0,1,11.728036844587175
466,70.6246105919003,3072,2,0.0,4,7,2004,7.226209010100671,1,0.0,7.254177846456518,3,0,0,0.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,194870.8823529412,2.0,4,3,6,1,12.093687514935382
467,85.0,10628,2,0.0,4,7,1970,7.152268856032539,1,0.0,7.152268856032539,3,0,0,1.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,145847.08,2.0,3,1,6,1,12.025749091398891
468,79.0,9480,2,0.0,4,5,1942,6.590301048196686,1,0.0,7.404887575616125,3,0,0,0.0,0,1,0,0,0,1,0,1,0,0.0,0.0,1,145847.08,1.5,4,8,3,1,11.894780707439258
469,98.0,11428,2,0.0,4,8,2006,7.3938782901077555,1,0.0,7.3987862754199485,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,316270.6233766234,2.0,4,4,9,1,12.429216196844383
470,76.0,9291,2,0.0,4,6,1993,6.723832440821209,1,0.0,7.444248649496705,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,186555.7966101695,2.5,4,0,6,1,12.138863895836725
471,70.6246105919003,6820,2,0.0,4,8,1985,7.305188215393037,1,0.0,7.31455283232408,3,0,0,0.0,0,1,0,0,0,1,0,0,0,4.0,0.0,1,310499.0,2.5,4,0,6,1,12.26434155365415
472,92.0,11952,2,0.0,4,7,1977,6.694562058521095,1,0.0,7.585281078639126,3,0,0,0.0,0,1,0,0,0,1,0,0,1,0.0,0.0,1,189050.0684931507,2.5,3,4,6,1,12.154779351142624
473,35.0,3675,2,0.0,4,6,2005,6.304448802421981,1,0.0,6.977281341630747,3,0,0,0.0,0,1,0,0,0,0,1,0,0,3.0,0.0,1,128219.7,2.0,3,0,6,1,11.904967552746252
474,110.0,14977,2,0.0,4,8,2006,7.588829878307813,1,0.0,7.588829878307813,3,0,0,0.0,0,0,1,0,0,1,0,0,0,3.0,0.0,1,316270.6233766234,3.0,4,5,9,1,12.994530005894443
475,41.0,5330,2,0.0,4,8,2000,7.309212365692763,1,0.0,7.409741954080923,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,310499.0,3.0,5,0,6,1,12.43320821811392
476,80.0,8480,2,0.0,4,5,1963,6.877296071497429,1,0.0,6.877296071497429,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,136793.13513513515,2.0,3,0,6,1,11.794337924408413
477,75.0,13125,2,0.0,4,6,1997,7.298445101508147,1,0.0,7.30854279753919,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,197965.77333333332,3.0,4,3,6,1,12.249610947544657
478,105.0,13693,2,0.0,4,9,2006,7.674617497364363,1,0.0,7.879669914604289,3,0,0,0.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,316270.6233766234,2.5,5,4,9,1,12.84792653170257
479,79.0,10637,2,0.0,4,8,2007,7.4413203897176174,1,0.0,7.4489161025442,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,197965.77333333332,3.0,4,4,9,1,12.601487417784837
480,50.0,5925,2,0.0,4,4,1937,6.810142450115136,1,0.0,7.030857476116121,3,0,0,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,128225.30088495574,1.0,3,0,6,1,11.401669829409995
481,98.0,16033,2,0.0,4,9,2004,7.513709247839705,1,0.0,7.52294091807237,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,316270.6233766234,3.0,4,4,9,1,12.694652660348845
482,72.0,11846,2,0.0,4,9,2003,7.491087593534876,1,0.0,7.491087593534876,3,0,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,316270.6233766234,3.0,5,4,9,1,12.832011076396668
483,50.0,2500,2,2.0,4,7,1915,6.813444599510896,1,0.0,7.509883061154913,3,0,0,0.0,0,1,0,0,0,0,1,0,0,2.0,2.0,1,128225.30088495574,2.5,5,4,2,1,11.951180395901384
484,32.0,4500,2,0.0,4,6,1998,7.103322062526113,1,0.0,7.103322062526113,3,0,0,0.0,0,1,0,0,0,0,1,0,0,3.0,0.0,1,156270.12244897962,3.0,3,0,6,1,12.007621706806335
485,62.54807692307692,7758,2,0.0,4,5,1962,6.906754778648554,1,0.0,6.906754778648554,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,136793.13513513515,2.0,4,0,3,1,11.794337924408413
486,80.0,9600,2,0.0,4,5,1950,7.014814351275545,1,0.0,7.014814351275545,3,120,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,145847.08,1.0,4,4,3,1,11.898187865760873
487,79.0,10289,2,0.0,4,5,1965,6.9782137426306985,1,0.0,6.9782137426306985,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,145847.08,2.5,3,0,6,1,11.957611286231675
488,70.0,12243,2,0.0,4,5,1971,7.302496423727326,1,0.0,7.302496423727326,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,189050.0684931507,2.0,3,3,6,1,12.072541252905651
489,60.0,10800,2,0.0,4,5,1900,6.860663671448287,0,0.0,7.789040401657477,1,0,0,0.0,0,1,0,0,0,1,0,0,0,1.0,3.0,1,128225.30088495574,2.0,6,4,6,1,11.982929094215963
490,21.0,1526,2,0.0,4,4,1970,6.4457198193855785,1,0.0,6.4457198193855785,3,0,0,0.0,0,1,0,0,0,0,1,0,0,3.0,0.0,1,98576.47058823529,2.0,4,0,3,1,11.362102575235644
491,62.54807692307692,2665,2,0.0,4,5,1976,5.575949103146316,1,0.0,7.1731917424865985,3,0,0,0.0,0,1,0,0,0,0,1,0,0,0.0,0.0,1,98576.47058823529,1.5,3,4,3,1,11.652687407345388
492,79.0,9490,2,0.0,4,6,1941,6.692083742506628,1,0.0,7.363913501405819,3,32,0,1.0,0,1,0,0,0,1,0,1,0,1.0,0.0,1,145847.08,2.0,2,6,3,1,11.79810440720389
493,105.0,15578,2,0.0,4,6,2006,6.590301048196686,1,0.0,7.283448228756631,3,0,0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1,192854.50632911394,2.5,3,0,6,1,12.059803326028716
494,70.0,7931,2,0.0,4,5,1960,7.1459844677143876,1,0.0,7.1459844677143876,3,0,0,0.0,0,1,0,0,0,1,0,0,0,1.0,0.0,1,145847.08,1.5,3,2,3,1,11.951180395901384
495,50.0,5784,2,0.0,4,5,1938,5.247024072160486,1,0.0,6.786716950605081,3,80,0,0.0,0,1,0,0,0,0,1,1,0,0.0,0.0,1,128225.30088495574,1.0,3,0,3,1,11.421906066583059
496,60.0,7879,2,0.0,4,4,1920,6.579251212010101,0,0.0,6.579251212010101,1,115,0,1.0,1,0,0,1,0,0,0,0,0,0.0,0.0,1,100123.7837837838,1.0,3,0,0,1,10.460242108190519
497,70.6246105919003,12692,2,0.0,4,8,1992,8.070906088787819,1,0.0,8.07961802938984,3,291,0,0.0,0,1,0,0,0,1,0,0,0,3.0,0.0,1,335295.31707317074,4.0,4,4,6,1,12.971540487669746
498,60.0,9120,2,2.0,4,7,1925,6.933423025730715,1,0.0,7.506591780070841,1,0,0,1.0,0,1,0,0,0,1,0,0,0,0.0,0.0,1,124834.05172413793,3.0,3,0,3,1,12.122691036591123
499,65.0,7800,2,0.0,4,5,1967,6.761572768804055,1,0.0,6.80128303447162,3,0,0,1.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,136793.13513513515,1.0,4,0,3,1,11.77528972943772
500,70.0,7535,2,0.0,4,5,1958,6.815639990074331,1,0.0,6.815639990074331,3,0,0,1.0,0,1,0,0,0,1,0,0,0,1.0,0.0,1,145847.08,1.5,3,0,3,1,11.695247021764184
501,21.0,1890,2,0.0,4,6,1973,6.51025834052315,1,0.0,7.1049654482698426,3,0,0,0.0,0,1,0,0,0,0,1,0,0,1.0,0.0,1,104493.75,1.5,3,0,3,1,11.635143097694478
502,75.0,9803,2,0.0,4,7,2005,6.763884908562435,1,0.0,7.477604243197589,3,0,0,0.0,0,1,0,0,0,0,0,0,0,3.0,0.0,1,225379.8372093023,2.5,4,0,6,1,12.33138283649562
503,70.0,9170,2,0.0,4,5,1965,7.101675971619444,1,0.0,7.101675971619444,3,184,0,1.0,0,1,0,0,0,1,0,1,0,5.0,0.0,1,128219.7,2.0,3,0,4,1,11.84939770159144
504,100.0,15602,2,0.0,4,7,1959,7.313886831633462,1,0.0,7.496097345175956,3,0,0,1.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,210624.72549019608,3.0,3,6,6,1,12.57418196709457
505,24.0,2308,2,0.0,4,6,1974,6.75110146893676,1,0.0,7.186901020411631,3,0,0,0.0,0,1,0,0,0,1,0,0,0,2.0,0.0,1,142694.44444444447,3.0,3,2,6,1,11.898187865760873
